customerID,tenure,Contract,InternetService,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Churn,service_count,tenure_cohort,contract_risk
198,47,2 year,Cable,39.39934907122137,3220.4282186111805,No,No,No,Yes,No,Yes,No,2,24mo+,0.0
199,67,2 year,Cable,55.77887585489542,7794.839303926923,Yes,Yes,Yes,No,No,No,No,3,24mo+,0.0
200,34,1 year,DSL,74.42364140607037,2221.7864613597153,No,Yes,No,No,Yes,No,No,2,24mo+,0.0
201,69,Month-to-month,DSL,62.858189218406906,6841.688953691605,Yes,No,Yes,Yes,No,No,Yes,3,24mo+,3.0
202,49,1 year,Fiber optic,85.92976679240664,166.42120168697582,Yes,No,No,No,No,No,No,1,24mo+,1.5
203,66,2 year,DSL,43.801576396526755,2183.763700960962,Yes,Yes,Yes,No,No,Yes,No,4,24mo+,0.0
204,30,Month-to-month,Fiber optic,62.930902761712765,4900.779555890917,Yes,Yes,Yes,No,No,No,No,3,24mo+,4.5
205,11,2 year,Cable,23.828304826589537,479.5020729670628,No,Yes,Yes,Yes,Yes,Yes,No,5,6-12mo,0.0
206,12,1 year,Fiber optic,115.43775846932454,2851.034985359662,Yes,Yes,Yes,Yes,No,Yes,Yes,5,6-12mo,1.5
207,41,1 year,Cable,96.51355419953214,1425.435194503793,No,Yes,No,No,Yes,No,Yes,2,24mo+,0.0
208,39,2 year,Cable,107.98787921130962,244.31711317128293,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
209,3,1 year,DSL,86.83559241562243,184.5961395708348,No,Yes,No,No,No,Yes,Yes,2,1-3mo,0.0
210,63,2 year,Cable,69.44899434822538,4466.474809932308,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
211,39,1 year,Fiber optic,81.74634076870466,3452.073403477269,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,1.5
212,48,2 year,Cable,89.74252361625702,804.3657921415931,Yes,Yes,No,Yes,No,No,No,3,24mo+,0.0
213,19,2 year,Fiber optic,110.71285757145785,5424.138574185784,Yes,Yes,Yes,Yes,No,No,Yes,4,12-24mo,1.5
214,32,2 year,Cable,32.02991448496504,720.2193851071735,No,Yes,Yes,Yes,Yes,Yes,Yes,5,24mo+,0.0
215,59,2 year,Fiber optic,53.672577533012,2718.655181783244,Yes,Yes,Yes,No,Yes,Yes,No,5,24mo+,1.5
216,15,2 year,Cable,37.897692540149144,3269.84915180967,No,Yes,No,Yes,No,Yes,No,3,12-24mo,0.0
217,61,2 year,DSL,118.23293630117452,1565.0559028212674,Yes,Yes,No,Yes,Yes,Yes,Yes,5,24mo+,0.0
218,69,2 year,Fiber optic,108.38033364515236,2994.507268834488,Yes,Yes,No,Yes,No,Yes,No,4,24mo+,1.5
219,62,Month-to-month,DSL,40.966049436922255,5278.184138195577,Yes,Yes,No,Yes,No,No,No,3,24mo+,3.0
220,33,Month-to-month,Cable,60.855181048978,1071.8011743528846,Yes,No,No,Yes,No,No,No,2,24mo+,3.0
221,39,Month-to-month,Fiber optic,53.766322860645445,6052.486079587363,No,No,No,Yes,Yes,Yes,No,3,24mo+,4.5
222,10,Month-to-month,Fiber optic,108.70222078497162,4438.873363091202,No,No,Yes,Yes,Yes,No,No,3,6-12mo,4.5
223,56,1 year,Fiber optic,28.240678278859757,6601.003481702495,No,No,No,Yes,Yes,Yes,No,3,24mo+,1.5
224,58,2 year,Fiber optic,119.99539762700704,3960.3160632781114,No,No,No,Yes,No,Yes,Yes,2,24mo+,1.5
225,16,Month-to-month,Fiber optic,65.03296990192756,2259.3435032069565,No,Yes,Yes,Yes,No,Yes,No,4,12-24mo,4.5
226,40,1 year,Cable,37.76245543401943,5388.294351099904,No,Yes,Yes,No,Yes,No,No,3,24mo+,0.0
227,55,Month-to-month,Cable,58.6333936505882,3802.252099127941,No,No,Yes,Yes,Yes,Yes,Yes,4,24mo+,3.0
228,70,Month-to-month,Fiber optic,28.053165966447583,3857.38033296458,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,4.5
229,37,1 year,Fiber optic,84.56153415286929,2478.568288271315,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,1.5
230,35,1 year,DSL,106.05997949012864,584.9270718882702,No,No,Yes,Yes,No,No,Yes,2,24mo+,0.0
231,34,Month-to-month,Fiber optic,87.90871998536089,4792.896748919331,No,Yes,No,Yes,Yes,Yes,Yes,4,24mo+,4.5
232,49,1 year,DSL,81.75366367358095,1795.9839717791676,Yes,Yes,Yes,No,Yes,Yes,No,5,24mo+,0.0
233,55,1 year,Cable,111.6730512583555,5095.854389437013,Yes,Yes,No,Yes,No,No,Yes,3,24mo+,0.0
234,50,1 year,Fiber optic,110.69213335341642,6502.502801546115,No,Yes,Yes,No,Yes,No,No,3,24mo+,1.5
235,69,1 year,DSL,112.42868483879056,3957.6311815475137,No,No,No,No,Yes,Yes,Yes,2,24mo+,0.0
236,70,2 year,Cable,44.12806288754097,6891.114112555257,No,No,No,Yes,Yes,Yes,No,3,24mo+,0.0
237,42,1 year,Fiber optic,84.92492604950341,1562.8482751763304,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,1.5
238,45,1 year,DSL,84.41311917831914,1855.2879524596176,No,Yes,No,No,Yes,No,Yes,2,24mo+,0.0
239,39,Month-to-month,Cable,78.7123983141129,4533.7918087854905,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,3.0
240,49,1 year,DSL,46.21882479705315,6422.036048583912,No,No,Yes,No,No,Yes,Yes,2,24mo+,0.0
241,38,1 year,DSL,91.5319775552539,818.2126797106616,No,No,No,Yes,No,No,No,1,24mo+,0.0
242,20,Month-to-month,Cable,57.075145430721655,3781.1363540706066,Yes,No,Yes,Yes,Yes,No,No,4,12-24mo,3.0
243,68,Month-to-month,Fiber optic,104.0524383424364,1504.6192354764569,Yes,No,No,Yes,Yes,Yes,No,4,24mo+,4.5
244,40,Month-to-month,Fiber optic,53.46566949262753,4881.475843888258,No,No,No,Yes,Yes,Yes,No,3,24mo+,4.5
245,33,Month-to-month,Cable,26.18153570054092,663.9473328290852,No,Yes,No,No,No,Yes,No,2,24mo+,3.0
246,70,1 year,Fiber optic,113.1573322732992,3857.31499269164,No,Yes,Yes,No,Yes,No,No,3,24mo+,1.5
247,52,2 year,Cable,36.70122907186376,1030.0623194489133,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,0.0
248,25,2 year,Fiber optic,68.84634278581385,1473.8558996723257,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,1.5
249,38,1 year,DSL,72.65314282408309,7507.777773822453,No,No,Yes,No,Yes,Yes,No,3,24mo+,0.0
250,30,1 year,DSL,68.08246373421771,7649.677725269601,Yes,Yes,No,Yes,Yes,Yes,No,5,24mo+,0.0
251,47,1 year,DSL,97.83634751407769,3507.9636283099785,Yes,No,No,Yes,No,Yes,No,3,24mo+,0.0
252,16,Month-to-month,DSL,73.918824251408,312.0303331579494,No,Yes,No,Yes,No,Yes,No,3,12-24mo,3.0
253,6,Month-to-month,Cable,106.57747680596428,3744.5321850210607,Yes,Yes,Yes,No,Yes,Yes,No,5,3-6mo,3.0
254,5,2 year,DSL,66.69791363466945,1643.556912829793,No,No,Yes,No,Yes,Yes,Yes,3,3-6mo,0.0
255,51,2 year,DSL,58.162939473602705,5428.184234861112,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
256,31,2 year,Cable,61.07130492976727,3376.0823541216014,No,No,Yes,No,No,Yes,No,2,24mo+,0.0
257,59,2 year,Fiber optic,29.450292544477577,6566.305461024076,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,1.5
258,23,1 year,DSL,61.7627723414689,3691.351161388253,Yes,Yes,No,No,No,Yes,No,3,12-24mo,0.0
259,45,Month-to-month,Fiber optic,23.741133462811863,6352.222061772511,Yes,Yes,Yes,No,Yes,No,No,4,24mo+,4.5
260,67,Month-to-month,Cable,24.97813739322447,1196.7439450463687,No,No,Yes,No,No,No,No,1,24mo+,3.0
261,30,2 year,Fiber optic,39.15142372911565,7239.99836181398,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,1.5
262,66,Month-to-month,Fiber optic,75.7847730626507,6547.949211367265,No,No,Yes,Yes,Yes,No,Yes,3,24mo+,4.5
263,1,Month-to-month,Cable,79.01769590985366,4032.913637120164,Yes,No,No,Yes,No,No,No,2,0-1mo,3.0
264,11,1 year,Fiber optic,90.35316393454944,5104.658665184714,No,Yes,Yes,Yes,No,Yes,No,4,6-12mo,1.5
265,20,Month-to-month,DSL,63.38213093362969,5930.449471912659,No,No,Yes,Yes,Yes,No,Yes,3,12-24mo,3.0
266,16,Month-to-month,DSL,91.40358014750883,2029.524658840066,Yes,No,Yes,No,No,No,No,2,12-24mo,3.0
267,50,2 year,DSL,60.51530135695578,4536.962521894227,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,0.0
268,49,2 year,Cable,61.86663665464235,7420.340085920252,No,Yes,Yes,Yes,No,No,No,3,24mo+,0.0
269,4,1 year,DSL,34.648434790728125,4287.93503088253,Yes,Yes,No,Yes,Yes,No,No,4,3-6mo,0.0
270,32,1 year,Fiber optic,37.25916862965667,1983.9829759682227,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,1.5
271,7,1 year,Cable,27.91475427252871,7540.853520924389,No,No,Yes,Yes,Yes,No,Yes,3,6-12mo,0.0
272,17,2 year,DSL,37.91905733395722,2832.673181895082,No,No,Yes,No,Yes,Yes,No,3,12-24mo,0.0
273,28,Month-to-month,DSL,94.6398638386592,1799.6402178392232,No,No,Yes,No,Yes,No,No,2,24mo+,3.0
274,11,1 year,DSL,68.23404563563443,4211.534981546053,No,No,No,No,No,No,No,0,6-12mo,0.0
275,66,Month-to-month,Cable,103.04072510343929,5234.69365321521,Yes,No,No,Yes,No,Yes,No,3,24mo+,3.0
276,34,2 year,Cable,24.742427574374695,7001.711243787337,No,No,No,Yes,No,Yes,No,2,24mo+,0.0
277,13,1 year,Fiber optic,56.23631052136963,6905.862179522734,No,No,Yes,No,No,No,No,1,12-24mo,1.5
278,4,2 year,Cable,103.2795348260384,3478.77135565781,Yes,Yes,No,No,Yes,No,Yes,3,3-6mo,0.0
279,6,2 year,Fiber optic,116.0539074854797,3620.691966368484,No,Yes,Yes,No,Yes,No,Yes,3,3-6mo,1.5
280,61,1 year,DSL,74.01915246276054,4260.095398069147,Yes,Yes,No,No,No,Yes,Yes,3,24mo+,0.0
281,66,1 year,DSL,33.72824823209534,6637.549883708015,Yes,No,Yes,No,No,No,Yes,2,24mo+,0.0
282,22,2 year,Fiber optic,111.52831595391848,5798.928421866673,No,Yes,No,No,No,No,No,1,12-24mo,1.5
283,27,2 year,DSL,45.58203307664214,2977.023691590383,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
284,38,1 year,Cable,117.6755364338352,7892.824534989923,No,No,Yes,Yes,Yes,No,Yes,3,24mo+,0.0
285,5,Month-to-month,DSL,78.61397375831598,7302.821433757224,No,No,No,No,No,Yes,No,1,3-6mo,3.0
286,66,1 year,DSL,73.40196499395972,7380.182831514462,No,No,No,No,No,No,No,0,24mo+,0.0
287,3,2 year,DSL,60.29350486439082,2317.166494976648,No,No,Yes,No,Yes,Yes,No,3,1-3mo,0.0
288,36,1 year,Cable,90.64126312287588,6669.716552867271,Yes,Yes,No,No,Yes,No,No,3,24mo+,0.0
289,20,Month-to-month,DSL,116.89776634047504,5215.557688777612,No,No,No,No,No,No,No,0,12-24mo,3.0
290,34,Month-to-month,DSL,102.52795557292562,6491.267463871502,Yes,No,Yes,No,Yes,No,No,3,24mo+,3.0
291,64,Month-to-month,Cable,68.48008547380813,4137.3828707422535,No,Yes,No,No,No,Yes,No,2,24mo+,3.0
292,21,1 year,Cable,82.85820345158263,2899.3887434770563,Yes,No,Yes,Yes,No,Yes,No,4,12-24mo,0.0
293,59,Month-to-month,Fiber optic,93.08713515007068,1384.2063339223698,Yes,Yes,No,No,No,Yes,No,3,24mo+,4.5
294,25,Month-to-month,Fiber optic,39.142244840684754,5809.511154978242,Yes,Yes,Yes,No,No,No,No,3,24mo+,4.5
295,18,1 year,DSL,59.519976482511765,2867.7329227814057,Yes,No,No,No,No,No,No,1,12-24mo,0.0
296,11,1 year,Fiber optic,53.30456164106177,6376.145628193776,Yes,No,Yes,No,Yes,No,No,3,6-12mo,1.5
297,6,2 year,Fiber optic,88.08715251015805,3638.947804801939,Yes,No,No,Yes,Yes,No,No,3,3-6mo,1.5
298,45,1 year,Fiber optic,86.3725625726855,1665.145566408561,No,Yes,No,No,Yes,No,Yes,2,24mo+,1.5
299,23,Month-to-month,DSL,102.23660709340834,6054.613143563358,Yes,No,Yes,Yes,Yes,No,Yes,4,12-24mo,3.0
300,31,1 year,Cable,22.58020230271817,1222.067364420889,No,Yes,Yes,No,Yes,No,No,3,24mo+,0.0
301,53,Month-to-month,DSL,20.094776346699433,5202.751102316718,No,No,Yes,Yes,No,Yes,No,3,24mo+,3.0
302,9,Month-to-month,Cable,44.90177560673344,2778.4337818056006,No,Yes,Yes,No,No,Yes,No,3,6-12mo,3.0
303,12,2 year,DSL,97.0634839796035,5605.271109102709,Yes,No,Yes,Yes,Yes,Yes,No,5,6-12mo,0.0
304,5,1 year,Fiber optic,60.222832556740805,1594.17597191473,No,Yes,No,No,Yes,No,No,2,3-6mo,1.5
305,18,1 year,DSL,97.78036403954644,4373.956763055677,No,No,Yes,No,No,No,Yes,1,12-24mo,0.0
306,52,Month-to-month,DSL,101.36318427463873,5853.590768705293,No,No,No,Yes,Yes,No,No,2,24mo+,3.0
307,2,Month-to-month,DSL,39.17917693106095,7969.567349284642,Yes,Yes,No,No,Yes,Yes,No,4,1-3mo,3.0
308,59,1 year,Cable,75.97556413878777,1527.055458387766,Yes,Yes,No,Yes,Yes,Yes,Yes,5,24mo+,0.0
309,6,1 year,Cable,32.54080104277631,6898.517930325377,No,No,No,No,No,No,No,0,3-6mo,0.0
310,25,1 year,Cable,106.39252723788908,307.4443590472409,No,No,Yes,Yes,Yes,No,Yes,3,24mo+,0.0
311,44,1 year,Fiber optic,86.9034467647662,2047.5767879367395,No,No,Yes,Yes,No,Yes,No,3,24mo+,1.5
312,62,2 year,DSL,96.02271073238394,136.13521867995735,No,No,No,Yes,Yes,No,No,2,24mo+,0.0
313,28,Month-to-month,Cable,61.967105278983574,7901.453178703518,No,Yes,Yes,No,Yes,No,No,3,24mo+,3.0
314,32,1 year,Fiber optic,75.95712242240864,309.48877682975234,Yes,Yes,Yes,No,No,No,Yes,3,24mo+,1.5
315,71,Month-to-month,DSL,72.87235745488806,5124.624516505194,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,3.0
316,32,2 year,Cable,56.0915843315325,5657.877047398701,Yes,No,Yes,No,No,Yes,No,3,24mo+,0.0
317,9,2 year,Fiber optic,39.38696064262352,5482.415860576665,No,Yes,No,Yes,Yes,No,Yes,3,6-12mo,1.5
318,35,1 year,DSL,98.77528719791572,7231.841184140715,No,No,Yes,No,Yes,No,No,2,24mo+,0.0
319,8,1 year,Cable,102.57096165325233,6181.684233055813,Yes,No,No,No,Yes,Yes,Yes,3,6-12mo,0.0
320,47,2 year,Fiber optic,74.64487717223352,3137.663001079441,Yes,No,No,No,No,No,No,1,24mo+,1.5
321,28,Month-to-month,Cable,55.952326822342265,3886.780316759664,No,Yes,No,No,Yes,No,No,2,24mo+,3.0
322,6,1 year,Fiber optic,115.45975255050276,5467.392105724619,No,No,Yes,No,No,No,No,1,3-6mo,1.5
323,68,Month-to-month,DSL,28.23237739938897,6278.562031366557,Yes,No,No,Yes,No,Yes,No,3,24mo+,3.0
324,56,2 year,DSL,56.54618285116374,585.5198424956378,Yes,No,No,Yes,No,No,No,2,24mo+,0.0
325,56,1 year,Fiber optic,94.6208805571818,6440.2284900331515,Yes,Yes,Yes,No,Yes,No,No,4,24mo+,1.5
326,50,2 year,Cable,117.2691140825493,3031.181153913342,Yes,No,No,No,No,Yes,No,2,24mo+,0.0
327,58,Month-to-month,Cable,92.978394320706,767.7117698046328,No,No,Yes,Yes,No,Yes,No,3,24mo+,3.0
328,41,1 year,Fiber optic,81.91282831398965,4517.877326172956,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,1.5
329,21,1 year,Cable,72.80057877254222,7302.022261455361,No,No,No,Yes,Yes,No,Yes,2,12-24mo,0.0
330,11,2 year,Cable,86.38820287140602,2235.581217969124,Yes,Yes,No,No,No,Yes,No,3,6-12mo,0.0
331,32,1 year,DSL,49.81517364756899,4912.860780808368,No,No,No,No,No,No,No,0,24mo+,0.0
332,17,2 year,DSL,29.145359640900377,6425.683664584969,Yes,No,Yes,Yes,No,No,No,3,12-24mo,0.0
333,58,2 year,DSL,40.73775076779588,310.9901285946916,Yes,Yes,Yes,Yes,Yes,No,Yes,5,24mo+,0.0
334,66,Month-to-month,Cable,47.79626071109861,696.8673506485117,Yes,No,No,No,No,Yes,No,2,24mo+,3.0
335,34,1 year,Cable,79.44612999419489,2844.655933305117,Yes,No,No,Yes,No,No,No,2,24mo+,0.0
336,58,Month-to-month,Cable,58.52722131605688,3650.606380338594,Yes,Yes,Yes,No,Yes,No,No,4,24mo+,3.0
337,47,1 year,DSL,68.54268243851529,2853.7838187525504,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,0.0
338,27,2 year,Cable,36.678941576428144,6717.604421303663,Yes,No,Yes,Yes,Yes,Yes,Yes,5,24mo+,0.0
339,43,1 year,Fiber optic,89.97812028471186,6731.961767141078,No,No,Yes,Yes,Yes,No,Yes,3,24mo+,1.5
340,54,2 year,Fiber optic,97.00233725641154,1475.7635067069707,No,Yes,Yes,No,No,Yes,Yes,3,24mo+,1.5
341,53,1 year,DSL,56.23473665216266,881.2393506423316,Yes,No,Yes,Yes,No,Yes,Yes,4,24mo+,0.0
342,53,1 year,Cable,115.7691390894858,1650.1062621950246,No,No,No,No,Yes,No,Yes,1,24mo+,0.0
343,11,Month-to-month,Fiber optic,54.77815036779322,5887.389923340313,No,No,Yes,Yes,No,No,No,2,6-12mo,4.5
344,34,2 year,DSL,111.09011694826404,2295.8492229728463,Yes,No,No,No,Yes,Yes,No,3,24mo+,0.0
345,68,2 year,Cable,77.98313723842497,4039.389065474171,No,Yes,No,Yes,No,Yes,No,3,24mo+,0.0
346,31,Month-to-month,DSL,111.86570815035924,6975.115219835069,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,3.0
347,34,Month-to-month,Cable,82.27195800495086,1625.5771963930592,No,Yes,Yes,No,Yes,No,No,3,24mo+,3.0
348,53,Month-to-month,Cable,63.20686006734763,6768.051532586054,No,No,No,No,No,No,No,0,24mo+,3.0
349,70,1 year,Cable,29.67941593546916,4429.91189172434,No,No,No,No,No,No,No,0,24mo+,0.0
350,31,2 year,DSL,87.13654319590341,1243.621990108266,Yes,Yes,Yes,Yes,No,Yes,Yes,5,24mo+,0.0
351,12,2 year,DSL,97.62225514192188,7348.929363235023,Yes,Yes,Yes,No,Yes,Yes,Yes,5,6-12mo,0.0
352,65,2 year,Cable,83.93050176455091,4709.700652240615,No,No,Yes,No,No,No,No,1,24mo+,0.0
353,30,2 year,Cable,32.196761378678055,4855.19777124503,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
354,19,1 year,Fiber optic,105.41755350690262,2715.787931474172,Yes,Yes,Yes,No,No,No,Yes,3,12-24mo,1.5
355,43,Month-to-month,Fiber optic,70.95753462047678,5615.393350317698,Yes,No,No,Yes,Yes,No,No,3,24mo+,4.5
356,71,2 year,Cable,40.91855716556276,6279.055330204523,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
357,1,Month-to-month,DSL,96.08832746018524,2644.500359576115,Yes,Yes,No,No,Yes,Yes,Yes,4,0-1mo,3.0
358,18,1 year,DSL,30.01372517105301,5382.972012306363,Yes,No,Yes,No,Yes,No,Yes,3,12-24mo,0.0
359,63,1 year,DSL,66.9064295336051,3049.442555537455,Yes,Yes,No,Yes,No,Yes,No,4,24mo+,0.0
360,54,Month-to-month,Cable,65.48003767378226,2224.6165574809024,No,No,No,No,Yes,No,No,1,24mo+,3.0
361,23,Month-to-month,Cable,75.04980028670376,1216.5690758738078,Yes,No,No,Yes,No,Yes,No,3,12-24mo,3.0
362,16,Month-to-month,Cable,31.421631955769197,2160.364613361765,No,Yes,No,No,No,Yes,No,2,12-24mo,3.0
363,36,1 year,Cable,101.75476540666132,2049.300336576659,Yes,Yes,No,No,No,No,Yes,2,24mo+,0.0
364,15,1 year,DSL,110.55398317217276,1974.7055537963113,No,No,No,No,No,Yes,Yes,1,12-24mo,0.0
365,37,Month-to-month,Cable,37.8872920651453,3153.0095855384693,No,No,Yes,No,No,Yes,No,2,24mo+,3.0
366,32,2 year,Cable,37.7090530018332,2710.6469256917685,Yes,Yes,No,No,No,Yes,No,3,24mo+,0.0
367,5,Month-to-month,Fiber optic,79.59412891154282,5848.753328354867,No,Yes,Yes,Yes,No,Yes,No,4,3-6mo,4.5
368,4,Month-to-month,Cable,87.463422890511,764.7765327756118,No,No,No,No,No,No,No,0,3-6mo,3.0
369,61,1 year,Cable,91.52947839442164,238.49745579291937,No,Yes,Yes,Yes,No,Yes,Yes,4,24mo+,0.0
370,25,1 year,Cable,59.25328859276169,5680.219844561742,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,0.0
371,56,1 year,Fiber optic,95.65527502360308,4158.107844983291,No,Yes,Yes,Yes,Yes,Yes,Yes,5,24mo+,1.5
372,28,1 year,Fiber optic,23.419907204596907,6238.263405656572,No,No,Yes,Yes,No,Yes,No,3,24mo+,1.5
373,5,Month-to-month,DSL,107.6878584045411,6592.365286924834,No,No,Yes,No,No,No,Yes,1,3-6mo,3.0
374,60,Month-to-month,Cable,46.23722709787488,3763.9773067003857,No,No,Yes,No,Yes,No,Yes,2,24mo+,3.0
375,26,1 year,DSL,92.6106147846947,7169.455645194323,Yes,No,No,Yes,No,No,No,2,24mo+,0.0
376,59,Month-to-month,DSL,54.1281120551547,7939.775705974958,No,No,No,No,No,No,No,0,24mo+,3.0
377,49,2 year,Fiber optic,45.81379078223548,3197.6130886744822,Yes,No,Yes,No,Yes,No,No,3,24mo+,1.5
378,6,Month-to-month,DSL,59.57084701626776,3052.9952049817007,Yes,Yes,No,Yes,Yes,No,Yes,4,3-6mo,3.0
379,31,2 year,Cable,61.11894062754294,678.8587472974365,No,No,Yes,Yes,No,Yes,No,3,24mo+,0.0
380,68,2 year,Fiber optic,20.82828987786619,944.6090372283792,No,No,No,Yes,Yes,No,No,2,24mo+,1.5
381,11,2 year,Fiber optic,82.6282816694347,6781.177253974328,No,Yes,Yes,No,No,No,Yes,2,6-12mo,1.5
382,3,1 year,DSL,20.676031391709607,2375.615508149321,Yes,Yes,Yes,Yes,Yes,Yes,No,6,1-3mo,0.0
383,10,2 year,Cable,90.27966748052948,2078.1484731040273,Yes,Yes,Yes,Yes,Yes,No,No,5,6-12mo,0.0
384,12,1 year,Fiber optic,66.77419601039959,117.08761831244276,No,No,No,Yes,No,Yes,No,2,6-12mo,1.5
385,24,Month-to-month,Cable,30.45078713750765,3517.673064638696,Yes,Yes,Yes,Yes,No,Yes,No,5,12-24mo,3.0
386,11,1 year,DSL,56.1257335243809,584.6631978489996,Yes,No,No,Yes,No,Yes,No,3,6-12mo,0.0
387,17,2 year,Cable,23.312684288065626,7529.951494380246,No,No,Yes,Yes,Yes,Yes,No,4,12-24mo,0.0
388,30,2 year,Fiber optic,50.158230598068755,7939.192088855261,No,No,No,Yes,No,No,No,1,24mo+,1.5
389,32,2 year,Fiber optic,72.37207401481255,1394.9623635226171,No,No,No,Yes,Yes,No,No,2,24mo+,1.5
390,30,Month-to-month,Cable,102.68069183036518,394.61238549063063,No,No,Yes,No,Yes,Yes,No,3,24mo+,3.0
391,35,2 year,Cable,88.13105756628427,2687.9614193238704,No,No,No,Yes,Yes,No,No,2,24mo+,0.0
392,9,Month-to-month,Fiber optic,93.12434150016011,809.4314658412568,Yes,Yes,No,Yes,Yes,Yes,No,5,6-12mo,4.5
393,17,Month-to-month,DSL,59.184626330603514,5733.7532108119285,No,Yes,No,Yes,Yes,No,No,3,12-24mo,3.0
394,58,2 year,Fiber optic,89.76062772461097,4786.985945182264,No,No,Yes,Yes,Yes,Yes,Yes,4,24mo+,1.5
395,58,Month-to-month,Cable,20.65119314976686,6745.356512088346,No,No,No,No,No,Yes,No,1,24mo+,3.0
396,60,2 year,DSL,90.62477462620488,6240.346678221459,No,No,No,No,Yes,Yes,No,2,24mo+,0.0
397,15,Month-to-month,Cable,104.3134170707774,5723.544148356404,Yes,Yes,Yes,Yes,Yes,No,No,5,12-24mo,3.0
398,51,Month-to-month,Fiber optic,114.27483075676312,2089.3555080615356,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,4.5
